codigo;denominacion;precio;marca;producto;stock;viajando;dto;canon
960-001065;"webcam c310 hd 720p fotos 5megapixeles video hasta 1280x720 microfono integrado usb negro";19.17;logitech;camara web;6;0;1;0
960-001076;"webcam c925e pro hd 1080p full hd fotos video hasta 1080p 30fps dos microfonos estereofonicos integrados usb negro";45.24;logitech;camara web;9;0;1;0
960-001106;"webcam brio ultra hd pro videoconferencias 4k ultra hd vision diagonal 90 horizontal 82.1 vertical 52.2 zoom digital 5x full hd dos microfonos omnidireccionales con cancelacion de eco y ruido sensor con tecnologia infrarroja tapa de privacidad clip extraible bolsa protectora usb 3.0 negro";135.73;logitech;camara web;3;0;1;0
960-001360;"webcam c920e full hd 1920x1080 y hasta 30fps con enfoque automatico  microfono estereo omnidireccional campo de vision diagonal de 78º clip universal para portatil o monitores lcd usb negro";58.99;logitech;camara  web;3;0;1;0
960-001372;"webcam c505e hd 720p y hasta 30fps con enfoque automatico video hasta 1280x720 microfono estereo omnidireccional enfoque automatico campo de vision diagonal de 60 clip universal para portatil o monitores lcd usb negro";33.62;logitech;camara web;-1;0;1;0
961010;"boligrafo de tinta de gel con punta 0.7mm de color azul";0.35;5 estrellas;papeleria;3;0;1;0
980-000029;"altavoces 2.0 s150 usb 1.2w rms oem negro";11.33;logitech;altavoz;4;0;1;0
980-000413;"altavoces 2.1 z313 mini jack 3.5mm 25w rms subwoofer negro";31.96;logitech;altavoz;2;0;1;0
980-000814;"altavoces 2.0 z150 mini jack 3.5mm 6w rms negro";19.86;logitech;altavoz;13;0;1;0
980-000815;"altavoces 2.0 z150 mini jack 3.5mm 6w rms blanco";21.83;logitech;altavoz;4;0;1;0
981-000271;"auriculares de diadema h110 con microfono mini jack 3.5mm gris";6.79;logitech;auricular;0;10;1;0
981-000350;"auriculares de diadema h150 con microfono y control de volumen mini jack 3.5mm blanco";10.96;logitech;auricular;11;0;1;0
981-000406;"auriculares de diadema h390 con microfono y control de volumen usb negro";18.19;logitech;auricular;9;0;1;0
981-000475;"auriculares de diadema h340 con microfono usb negro";15.91;logitech;auricular;14;0;1;0
981-000480;"auriculares de diadema h540 con microfono y control de volumen usb negro";25.98;logitech;auricular;11;0;1;0
981-000589;"auriculares de diadema h151 con microfono y control de volumen mini jack 3.5mm negro";12.21;logitech;auricular;22;0;1;0
981-000593;"auriculares de diadema h111 con microfono mini jack 3.5mm gris";6.95;logitech;auricular;10;0;1;0
981-000770;"auriculares de diadema gaming g432 con microfono y control de volumen mini jack 3.5mm usb 2.0 negro";39.89;logitech;auricular;2;0;1;0
981-000818;"auriculares de diadema gaming pro x con microfono de varilla de 6mm pro con ecualizacion de audio optimizado y control de volumen + silenciamiento de microfono mini jack 3.5mm  negro";68.61;logitech;auricular;1;0;1;0
981-000978;"auriculares de diadema gaming g335 con microfono y control de volumen mini jack 3.5mm negro";37.45;logitech;auricular;1;0;1;0
981-001050;"auriculares de diadema gaming inalambricos g435 con microfono y control de volumen bluetooth  negro y amarillo";40.26;logitech;auricular;3;0;1;0
9821502;"boligrafo con peana y cadena contra robo ideal para mostradores y lugares publicos incluye una recarga en color azul";4.68;fellowes;papeleria;6;0;1;0
9894701;"raton penguin vertical ergonomico inalambrico con receptor usb laser formato mediano ambidiestro negro/plata";74.09;fellowes;raton;2;0;1;0
9894801;"raton penguin vertical ergonomico con cable usb laser formatp pequeo ambidiestro negro/plata";53.69;fellowes;raton;2;0;1;0
9929801;"organizador de cables zip 20mm de diametro 2 metros de longitud gris";5.45;fellowes;accesorio;6;0;1;0
9929901;"organizador de cables zip 20mm de diametro 2 metros de longitud blanco";5.5;fellowes;accesorio;11;0;1;0
9933501;"toallitas para limpieza de pantallas tactiles pack de 20 toallitas";1.21;fellowes;papeleria;1;0;1;0
99439;"organizador de cables zip 20mm de diametro 2 metros de longitud negro";5.45;fellowes;accesorio;6;0;1;0
9970330;"toallitas para limpieza de pantallas pack de 100 toallitas";2.92;fellowes;papeleria;7;0;1;0
9974804;"limpiador spray de aire a presion de 200ml se puede utilizar en multiples posiciones y angulos libre de hfc";4.04;fellowes;papeleria;10;0;1;0
9974905;"limpiador spray de aire a presion de 350ml se puede utilizar solo en vertical libre de hfc";5.21;fellowes;papeleria;12;0;1;0
9977804;"limpiador spray de aire a presion de 400ml se puede utilizar en multiples posiciones y angulos libre de hfc";4.2;fellowes;papeleria;9;0;1;0
9d0m9ea;"portatil 17-cn3004ns intel i5-1334u (hasta 4,6ghz) memoria ram 16gb ddr4 3200mhz 512gb ssd m.2 nvme 17.3' ips full hd 1920x1080 grafica integrada intel iris x webcam wifi 6 bluetooth 5.3 hdmi usb-c 2xusb 3.2 bateria 41wh windows 11 home 64 bit peso 2.94 kg plata";571.9;hp;portatil;0;0;1;5.33
9m8r0at;"pc pro sff 400 g9 intel core i5 14500 (14a generacion) 5ghz memoria ram 16gb ddr5 4800mhz 512gb ssd m.2 grafica integrada intel uhd graphics 770 ethernet 6xusb 3.2 usb-c 2xusb 2.0 hdmi displayport teclado y raton usb windows 11 pro 64bit";857.07;hp;pc;0;0;1;5.33
9mb76ms34-00-10;"placa base b760m ds3h micro atx intel lga 1700 12ª, 13ª y 14ª generacion 4xddr4 hasta 128gb 2xm.2 4 x sata 6gb/s raid 0, 1, 5 y 10 usb-c 3+2 x usb 3.2 2+2 x usb 2.0 vga hdmi 2 x displayport ethernet  2.5 gbe ps/2.";76.52;gigabyte;placa;8;0;1;0
9mb86mds3-00-g10;"placa base b860m ds3h micro atx intel lga 1851 4xddr5 hasta 256gb a 9066mhz 2xm.2 4 x sata 6gb/s 4+2 x usb 3.2 4+2 x usb 2.0  hdmi displayport ethernet  2.5 gbe ps/2.";114.08;gigabyte;placa base;5;0;1;0
9mh61mk52-00-g10;"placa base h610m k v2 intel lga 1700 12ª, 13ª y 14ª  generacion 2xddr5 hasta 64gb hdmi displaport 1xpciex1 1xpciex16 1xm.2 2xsata 6gb/s ethernet 2xusb 3.2 4xusb 2.0 ";53.9;gigabyte;placa base;4;0;1;0
9u5j5ut;"monitor 23.8' serie 3 pro 324pf 1920x1080 a 100hz full hd ips 5ms 250cd/m2 16:9 hdmi vga  displayport angulo vision h178-v178 inclinacion +23/-5 soporte vesa 100x100 color negro";117.66;hp;monitor;5;0;1;0
9vn5060eo-00-g10;"tarjeta grafica geforce rtx 5060 eagle oc 8gb gddr7 dual fan reloj 2550 mhz velocidad de memoria 28gps 128-bit resolucion 7680 x 4320 entrada de alimentacion uno de 8 pines salidas displayport 1.4a (x3), hdmi 2.1a multipantalla 4 ";319.76;gigabyte;vga;6;0;1;0
9vn5070wo-00-g10;"tarjeta grafica geforce rtx 5070 windforce oc sff 12gb gddr7 192 bits pci-e 5.0 2542mhz core clock 6144 nucleos cuda 3 x displayport 1 x hdmi 2.1b triple fan resolucion máxima 7680 x 4320 conector de alimentacion 1 x 16 pin pantallas soportadas cuatro.";625.78;gigabyte;vga;3;0;1;0
9vn507tao-00-g10;"tarjeta grafica geforce rtx 5070ti aero oc 16gb gddr7 256 bits pci-e 5.0 2588mhz core clock 8960 nucleos cuda 3 x displayport 1 x hdmi 2.1b triple fan resolucion máxima 7680 x 4320 conector de alimentacion 1 x 16 pin pantallas soportadas cuatro.";957;gigabyte;vga;2;0;1;0
9vn507teoi-00-g10;"tarjeta grafica geforce rtx 5070ti eagle oc ice sff 16gb gddr7 256 bits pci-e 5.0 2542mhz core clock 8960 nucleos cuda 3 x displayport 1 x hdmi 2.1b triple fan resolucion máxima 7680 x 4320 conector de alimentacion 1 x 16 pin pantallas soportadas cuatro.";909.7;gigabyte;vga;2;0;1;0
9vn507tgo-00-g10;"tarjeta grafica geforce rtx 5070ti gaming oc 16g 16gb gddr7 256 bits pci-e 5.0 2588mhz core clock 8960 nucleos cuda 3 x displayport 1 x hdmi 2.1b triple fan resolucion máxima 7680 x 4320 conector de alimentacion 1 x 16 pin pantallas soportadas cuatro.";940.5;gigabyte;vga;2;0;1;0
9vn5080ami-00-g10;"tarjeta grafica aorus geforce rtx 5080 master ice 16gb gddr7 256 bits pci-e 5.0 2805mhz core clock 10752 nucleos cuda 3 x displayport 1 x hdmi 2.1b triple fan resolucion máxima 7680 x 4320 conector de alimentacion 1 x 16 pin pantallas soportadas cuatro.";1335.4;gigabyte;vga;1;0;1;0
9vn5080ao-00-g10;"tarjeta grafica geforce rtx 5080 aero oc sff 16gb gddr7 256 bits pci-e 5.0 2730mhz core clock 10752 nucleos cuda 3 x displayport 1 x hdmi 2.1b triple fan resolucion máxima 7680 x 4320 conector de alimentacion 1 x 16 pin pantallas soportadas cuatro.";1278.2;gigabyte;vga;1;0;1;0
a103-0037;"adaptador desde usb 2.0 hembra a usb 2.0 hembra";0.41;aisens;adaptador;15;0;1;0
a104-0039;"cable desde usb-a macho a serie rs232 db9m/db25m";5.54;aisens;adaptador;6;0;1;0
a129-0149;"soporte de montaje para discos duros de 2,5' a 3,5' con tornillos incluidos, permite instalara un discos de 2.5' en bahia de 3.5'";1.15;aisens;accesorio;6;0;1;0
a129-0150;"soporte de montaje para discos duros de 2,5' a 3,5' con tornillos incluidos, permite instalara dos discos de 2.5' en bahia de 3.5'";1.72;aisens;accesorio;12;0;1;0
a132-0167;"cable desde schuko macho a iec hembra longitud 1.5 metros";1.97;aisens;cable;19;0;1;0
a132-0467;"cable desde iec macho a schuko hembra longitud 0.25 metros color negro";2.45;aisens;cable;16;0;1;0
a142-0311;"crimpadora universal rj10 rj11 rj12 rj45";7.95;aisens;herramienta;5;0;1;0
a146-0665;"cable de red desde rj45 macho a rj45 macho sftp awg23 lszh cpr dca categoria 7 longitud 305 metros azul";183.02;aisens;cable;0;0;1;0
a147-0352;"adaptador desde dvi-d macho a vga hembra";4.41;aisens;adaptador;5;0;1;0
a2293;"caja externa para dvd de 5.25' ide con conexion usb 2.0 plata";44.26;thermaltake;caja;4;0;1;0
a24hmb;"impresora multifuncion tinta deskjet 4320 a4 4800x1200ppp usb 2.0 wifi impresion monocromo 8.5ppm impresion color 5.5ppm bandeja entrada papel impresora 60 hojas adf 35 hojas volumen mensual hasta 300 paginas peso 4.81 kg";41.34;hp;imp multif;3;0;1;5.25
a24hpb;"impresora multifuncion tinta deskjet 4310 a4 4800x1200ppp usb 2.0 wifi impresion monocromo 8.5ppm impresion color 5.5ppm bandeja entrada papel impresora 60 hojas adf 35 hojas volumen mensual hasta 300 paginas peso 4.81 kg";39.22;hp;imp multif;7;0;1;5.25
a4s16g32clybdaa-1;"memoria ram ddr4 3200mhz cl20 16gb 260-pin so-dimm nox ";115.5;apacer;memoria;3;0;1;0
aacov-001;"accesorio camara deportiva repuesto de lente protectora compatible hero 5 y 6";16.44;gopro;accesorio;7;0;50;0
aafrm-001;"accesorio camara deportiva the frame para hero7 hero (2018) hero6 black hero5 black";22.75;gopro;accesorio;3;0;1;0
aaiod-001;"accesorio camara deportiva puerta de repuesto hero5 black";16.27;gopro;accesorio;3;0;1;0
aaptc-001;"accesorio camara deportiva protectores de pantalla para hero5 black color claro";16.62;gopro;accesorio;10;0;1;0
abbrd-001;"accesorio camara deportiva soporte para tabla de bodyboard y soft-top compatible con todas las camaras gopro";16.31;gopro;soporte;1;0;1;0
abby01b;"adaptador desde usb 3.0 macho a sata 2.5' macho compatible con discos ssd de 2.5' soporta uasp usb 3.0 superspeed (5gb/s) instalacion plug and play";6.85;conceptronic;adaptador;5;0;1;0
abby02b;"adaptador desde usb-c macho a sata 2.5' macho compatible con discos ssd de 2.5' soporta uasp usb 3.2 superspeed (5gb/s) instalacion plug and play";7.34;conceptronic;adaptador;5;0;1;0
abby03b;"adaptador desde usb-c macho a hdmi hembra resolucion hasta 4k 30hz";9.54;conceptronic;adaptador;12;0;1;0
abby05b;"adaptador desde usb-c macho a vga hembra resolucion hasta 1080p 60hz";9.24;conceptronic;adaptador;3;0;1;0
abby06b;"adaptador desde usb 2.0 macho a bluetooth 5.0 con distancia maxima 20 metros";7.43;conceptronic;adaptador;5;0;1;0
abjqr-001;"accesorio camara deportiva soporte giratorio compatible gopro max, hero 5, 6, 7 8, 9, 10, 11 y 12";19.24;gopro;soporte;2;0;50;0
abssc-001;"accesorio camara deportiva estuche semirrigido para camara casey compatible con todas las camaras gopro";42.43;gopro;accesorio;1;0;1;0
ack-710;"teclado con cable ps/2 de 105 teclas con lector de banda magnetica hasta 3 pistas formato normal negro";83.62;mustek;teclado;3;0;1;0
ack-710un;"teclado con cable usb de 105 teclas formato reducido con lector de banda magnetica 3 pistas integrado negro";96.71;mustek;teclado;2;0;1;0
acmfn-001;"accesorio camara deportiva gooseneck soporte flexible compatible con todas las camaras gopro";19.43;gopro;soporte;4;0;1;0
ad-ak-5300;"adaptador desde dim 5p hembra a mini dim 6p macho (at/ps/2 latiguillo)";0.58;l-link;adaptador;40;0;1;0
ad-mm-1153;"adaptador desde usb 2.0 macho a usb 2.0 macho multiconector usb-b 2.0, mini usb-b 2.0, mini usb 5 pines, mini usb 4 pines y mini usb-b 4 pines.";2.47;media magic;adaptador;10;0;1;0
ad2ide;"adaptador desde ide 2.5 hembra a ide 3.5 macho para disco duro 2.5' ide roline";4.39;roline;adaptador;1;0;1;0
adogm-001;"accesorio camara deportiva fetch dog harness compatible con gopro fusion, max, hero 2018, hero 5, 6, 7, 8, 9, 10, 11 y 12.";28.34;gopro;soporte;4;0;50;0
ads1300;"escaner documental ads-1300 a4 usb 2.0-3.0 duplex velocidad 50ppm adf 20 hojas ranura delantera dni o tarjetas hasta 1.000 exploraciones por dia alimentacion y datos por un unico cable usb-c (precisa usb-c en pc) peso 3.5 kg";191.86;brother;scann pro;1;0;1;0
ads1800;"escaner documental ads-1800w a4 usb-c wifi duplex velocidad 50ppm adf 20 hojas ranura delantera dni o tarjetas pantalla tactil wifi direct hasta 1.000 exploraciones por dia (precisa usb-c en pc) peso 2 kg";239.56;brother;scann pro;2;0;1;0
ads4100;"escaner documental ads-4100 a4 usb 3.0 duplex velocidad 35ppm adf 60 hojas hasta 5.000 exploraciones por dia peso 2.6 kg";257.76;brother;scanner profes;2;0;1;0
ads4300n;"escaner documental ads-4300n a4 usb 2.0-3.0 ethernet duplex velocidad 80ppm adf 80 hojas hasta 6.000 exploraciones por dia peso 2.64 kg";278.18;brother;scann pro;3;0;1;0
ads4550w;"escaner documental ads-4550w a4 usb 3.0 wifi ethernet duplex velocidad 70ppm adf 60 hojas pantalla tactil hasta 105.000 exploraciones por mes peso 2.7 kg";332.69;brother;scann pro;-1;0;1;0
ads4700w;"escaner documental ads-4700w a4 usb 2.0-3.0 wifi ethernet velocidad 80ppm duplex adf 80 hojas pantalla tactil hasta 6.000 exploraciones por dia peso 2.75 kg";391.66;brother;scann pro;1;0;1;0
af12;"refrigeracion por aire adicional para chasis 12x12mm";2.28;tacens;ventilador;11;0;1;0
af8;"refrigeracion por aire adicional para chasis 8x8mm";1.69;tacens;ventilador;10;0;1;0
aflty-004;"accesorio camara deportiva floaty flotador para puerta trasera compatible con hero 3, 4, y 5";19.52;gopro;accesorio;12;0;50;0
afras-301;"accesorio camara deportiva deportes de accion black para hero4 hero3+ hero3";14.75;gopro;accesorio;1;0;50;0
agbag-001;"accesorio camara deportiva kit de repuestos compatible con todas las camaras gopro";16.04;gopro;soporte;5;0;1;0
agimb-004;"accesorio camara deportiva karma grip para hero7 black hero6 black hero5 black";296.56;gopro;accesorio;5;0;50;0
agtsm-001;"accesorio camara deportiva soporte para manillar tija del sillin canya compatible con todaas las camaras gopro";22.81;gopro;soporte;11;0;1;0
ah4u16g32c28ytbaa-1;"memoria ram ddr4 3200mhz cl16/20/20/38 16gb 1.35v 288-pin dimm";116.6;apacer;memoria;8;0;1;0
ah5u16g60c622mbaa-1;"memoria ram ddr5 6000mhz 16gb dimm pro cl38 1.25v";176;apacer;memoria;7;0;1;0
ahdaf-302;"accesorio camara deportiva aadidos antiniebla para gopro hero 10, 11 y 12";16.48;gopro;accesorio;18;0;50;0
ahwbm-001;"accesorio camara deportiva correa de mano y mueca compatible con todas las camaras  gopro";42.46;gopro;soporte;4;0;50;0
althea04b;"cargador de pared a usb 25w cuatro puertos";11.41;conceptronic;cargador;5;0;1;0
althea07w;"cargador de pared a usb-c 20w blanco";7.43;conceptronic;cargador;55;0;1;0
althea08w;"cargador de pared a usb-c 100w con 2 puertos";52.18;conceptronic;cargador;3;0;1;0
althea10w;"cargador de pared a usb-c 25w";8.42;conceptronic;cargador;11;0;1;0
althea11w;"cargador de pared a usb-c + usb-a 33w";12.38;conceptronic;cargador;24;0;1;0
amdis02b;"webcam amdis02b super hd 2k 2592x1944 a 30fps enfoque automatico microfono integrado con reduccion de ruido angulo de vision 72 cobertura de privacidad incluida usb 2.0 negro";52.37;conceptronic;camara web;10;0;1;0
amdis04r;"webcam amdis04r full hd 1920x1080 30fps microfono integrado con reduccion de ruido angulo de vision 65 cobertura de privacidad incluida usb 2.0 negro";8.26;conceptronic;camara web;12;0;1;0
amiod-001;"accesorio camara deportiva puerta de repuesto hero5 session";16.44;gopro;accesorio;11;0;1;0
amlrk-001;"accesorio camara deportiva kit de repuesto de lente hero 5 session";16.48;gopro;accesorio;8;0;50;0
amp13eu;"presentador inalambrico amp13eu 2.4ghz receptor usb puntero laser alcance hasta 15 metros negro";23.47;targus;puntero;1;0;1;0
ap1tbas350xr-1;"disco interno ssd 2.5' as350 serial ata 1tb 6gbit/s velocidad lectura hasta 560mb/s velocidad escritura hasta 540mb/s";97.45;apacer;ssd int1;9;0;1;1.5
ap1tbas724c-1;"disco duro externo ssd as724 1tb usb-c color crema";105.6;apacer;disco ext;3;0;1;4
ap1tbas724m-1;"disco duro externo ssd as724 1tb usb-c color purpura";105.6;apacer;disco ext;4;0;1;4
ap2tbas724m-1;"disco duro externo ssd as724 2tb usb-c color purpura";191.95;apacer;ssd ext1+;5;0;1;6.45
ap32gah333b-1;"pen drive 32gb ah333 mysterious black usb 2.0 negro";4.55;apacer;pendrive;269;0;1;0.24
ap32gah333w-1;"pen drive 32gb ah333 chic ivory blanco usb 2.0";4.17;apacer;pendrive;120;0;1;0.24
ap512gas2280p4-1;"disco interno ssd pcie nvme m.2 2280 512gb velocidad lectura hasta 3000mb/s velocidad escritura hasta 2000mb/s";84.7;apacer;ssd int1;8;0;1;1.5
ap512gas2280q4x-1;"disco interno ssd pcie nvme m.2 2280 512gb velocidad lectura hasta 5000mb/s velocidad escritura hasta 4400mb/s pcie gen4 x4";92.4;apacer;ssd int1;13;0;1;1.5
ap512gas350xr-1;"disco interno ssd 2.5' as350x sata iii 512gb 6gbit/s velocidad lectura hasta 560mb/s velocidad escritura hasta 540mb/s";72.6;apacer;ssd int1;14;0;1;1.5
ap512gas724c-1;"disco duro externo ssd as724 512gb usb-c color crema";63.25;apacer;disco ext;4;0;1;4
apcrbc106;"bateria apc repuesto 106 diseñado para:be400-cp,be400-fr,be400-gr,be400-it,be400-kr,be400-rs,be400-sp,be400-uk,bge90m,bge90m-ca ";53.34;apc;bateria;2;0;1;0
apcrbc123;"ups bateria intercambiable en caliente diseñado para	p/n: bn1080g, bn1350g, br1000g, br1000g-cn, br900g-ar, br900g-fr, br900g-gr, br900gi, br900g-rs, bx1000g, bx1000g-ca, bx1300g, bx1300g-ca, bx1350m, bx1350m-lm60, smartcell-xr, smt750r2-nmc, smt750r2x122, smt750rm2u, smt750rm2uc, smt750rm2unc, smt750rmi2u, smt750rmi2uc, smt750rmi2unc, sua3000xlt";85.41;apc;bateria;3;0;1;0
apiii500si;"fuente de alimentacion 500w anima ventilador 120mm 20+4pin cpu 4pin hdd 1x4pin 2xsata 1xpata";8.8;tacens;fuente;6;0;1;0
aplx-75-eu-1;"pizarra interactiva activpanel lx  75' pantalla multitactil 4k uhd 3840x2160 rendimientotiempo de respuesta de 8 ms dimensiones 171,6 cm x 11 cm x 103.3 cm peso 50 kg entradas 3xhdmi 3xusb 2.0 usb-c rj45 rs232 vga mini jack mando a distancia 2xaltavoces de 20w  vesa 800x400";1368.85;promethean;pizarra;0;0;1;0
aplx-86-eu-1;"pizarra interactiva activpanel lx  86' pantalla multitactil 4k uhd 3840x2160 rendimientotiempo de respuesta de 8 ms dimensiones 196,2 cm x 11 cm x 117.1 cm peso 64.6 kg entradas 2xhdmi 3xusb 2.0 usb-c rj45 rs232 vga mini jack mando a distancia 2xaltavoces de 20w  vesa 800x600";1306.8;promethean;pizarra;0;0;1;0
appc14v4;"prolongador hdmi 1080p 3d y sonido dts y dolby truehd por rj45 cat 6 hasta 30m";21.39;approx;accesorio;0;0;1;0
appm32b;"monitor 32' grado a mate hva full hd 1920x1080 a 75hz 4ms 250cd/m2 3000m:1 16:9 hdmi vga jack 3.5mm altavoces 2x3w soporte vesa 100x100 color negro.";113.8;approx;monitor;5;0;1;0
apsiii500;"fuente de alimentacion microatx 500w anima ventilador 80mm 1xatx 20+4 1x4pin 2xsata 2xpata 1xfdd dimensiones (alxanxpr) 6.35x125x100mm";16.5;tacens;fuente;12;0;1;0
apthp6001ae;"toner compatible q6001a-lj color 1600/2600/2065/cm1015mfp cian 2.000 paginas agfaphoto";36.87;agfa;toner;1;0;1;0
apthp6003ae;"toner compatible q6003a-lj color 1600/2600/2065/cm1015mfp magenta 2.000 paginas agfaphoto";36.95;agfa;toner;1;0;1;0
archer ax53;"router ax53 wifi 6 gigabit ax3000 dual band 2.4ghz hasta 574mbps 5ghz hasta 2402mbps 4 antenas externas 4 puertos lan 10/100/1000mbps 1 puerto wan 10/100/1000mbps ";43.04;tp-link;router;10;0;1;0
archer c6;"router ac1200 wifi gigabit dual band 2.4ghz hasta 300mbps 5ghz hasta 867mbps 4 antenas externas 1 antena interna 4 puertos lan 10/100/1000mbps 1 puerto wan 10/100/1000mbps";34.67;tp-link;router;14;0;1;0
archer mr200;"router ac750 wifi 4g lte hasta 150mbps gigabit dual band 2.4ghz hasta 300mbps 5ghz hasta 867mbps 2 antenas externas desmontables 4g lte 3 antenas internas wifi 3 puertos lan 10/100/1000mbps 1 puerto wan 10/100/1000mbps 1 ranura para tarjeta nano sim";56.65;tp-link;router;5;0;1;0
archer t2u;"usb inalambrico ac600 2.4ghz hasta 150mbps 5ghz hasta 433mbps usb 2.0";11.4;tp-link;wifi;10;0;1;0
archer t2unano;"usb inalambrico nano ac600 2.4ghz hasta 200mbps 5ghz hasta 433mbps usb 2.0";11.11;tp-link;wifi;6;0;1;0
archer t3u plus;"usb inalambrico ac1300 2.4ghz hasta 400mbps 5ghz hasta 867mbps usb 3.0 con antena";14.52;tp-link;wifi;0;10;1;0
archer t4e;"tarjeta de red inalambrica pci express ac1200 dual band 5ghz 867mbps + 2.4ghz 300mbps 2 antenas extraibles soporte perfil bajo";20.24;tp-link;wifi;20;0;1;0
archer t4u v2;"usb inalambrico ac1300 2.4ghz hasta 400mbps 5ghz hasta 867mbps usb 3.0";19.64;tp-link;wifi;6;0;1;0
archer tx50e;"tarjeta de red inalambrica pci express ax3000 wifi 6 dual band 5ghz 2402mbps + 2.4ghz 574mbps con bluetooth 5.0 2 antenas 5dbi soporte perfil bajo";30.48;tp-link;wifi;13;0;1;0
arflt-001;"accesorio camara deportiva floaty para la  hero session compatible hero 3 y 4";16.31;gopro;accesorio;11;0;50;0
athan01b;"auriculares de diadema con microfono usb para gaming con sonido 7.1 luces led 7 colores compatible con ps4 ps3 y pc negro";21.97;conceptronic;auricular;11;0;1;0
athan03b;"auriculares de diadema con microfono mini jack 3.5mm para gaming con sonido 7.1 luces led rgb compatible con ps5 xbox one y pc mando a distancia incluido negro";24.61;conceptronic;auricular;2;0;1;0
atria;"chasis semitorre atria con fuente 500w soporta atx micro atx bahias internas 2x3.5' hdd 2x2.5' bahias externas 1x5.25' 1x3.5' 2xusb 2.0 1xusb 3.0 salida audio y microfono dimensiones (prxalxan) 410x410x180mm peso 5 kg negro";26.27;l-link;chasis;18;0;1;0
atswr-301;"accesorio camara deportiva the tool llave para tornillo moleteado y abrebotellas";3.06;gopro;accesorio;2;0;50;0
auc005btbk;"auriculares intrauditivo true wireless soundform con microfono play bluetooth color negro";9.15;belkin;auricular;12;0;1;0
auc005btbl;"auriculares intrauditivo true wireless soundform con microfono play bluetooth color azul";10.05;belkin;auricular;8;0;1;0
auc005btwh;"auriculares intrauditivo true wireless soundform con microfono play bluetooth color blanco";10.05;belkin;auricular;6;0;1;0
auc012btwh;"auriculares intrauditivo true wireless soundform rythm con microfono bluetooth color blanco";16.82;belkin;;1;0;1;0
aud006btblk;"auriculares de diadema soundform inspire con microfono y cancelacion de ruido bluetooth para niños color negro ";33.92;belkin;auricular;14;0;1;0
aud008hqbk;"auriculares de diadema circumaurales con microfono y cancelacion de ruido bluetooth color negro carga usb-c";27.36;belkin;auricular;0;0;1;0
aud008hqsa;"auriculares de diadema circumaurales con microfono y cancelacion de ruido bluetooth color beige ";24.98;belkin;auricular;5;0;1;0
auf001vfbk;"cargador inalambrico qi 10w de potencia y altavoz bluetooth para ios y android, una compacta solucin de carga rpida inalmbrica de manera que tu dispositivo se cargar rpidamente mientras escuchas msica o haces llamadas, ya que tambin incorpora micrfono.";36.15;belkin;cargador;4;0;1;0
avatar;"chasis semitorre avatar sin fuente soporta atx micro atx mini itx bahias internas 2x3.5' hdd 3x2.5' 1xventilador trasero 120mm led azul 3xventilador frontal 120mm led azul  2xventilador superior 120mm led azul  1xusb 2.0 2xusb 3.0 salida audio y microfono ventana lateral dimensiones (prxalxan) 405x435x192mm peso 6 kg negro";36.29;l-link;chasis;17;0;1;0
avc008btsgy;"docking station desde usb-c macho a ethernet hembra 10/100/1000mbps, usb-c hembra, usb a, hdmi y sd color gris";39.82;belkin;adaptador;6;0;1;0
avc009btsgy;"docking station desde usb-c macho a usb-c hembra, 2xusb a, jack 3.5, lector sd, lector micro sd, hdmi 4k y carga 100w color gris";25.44;belkin;adaptador;5;0;1;0
awalc-002-es;"accesorio camara deportiva supercharger cargador de puerto dual internacional";41.01;gopro;cargador;3;0;1;0
awrmk-001;"accesorio camara deportiva kit soporte wi-fi remote negro";16.31;gopro;soporte;9;0;50;0
b11b259401;"escaner documental workforce ds-730n a4 usb resolucion optica de 600 dpi velocidad de escaneo duplex  40 ppm adf 100 hojas hasta 4.500 exploraciones por dia  ";315.88;epson;scann pro;1;0;1;0
b11b261401;"escaner documental workforce ds-530ii a4 usb resolucion optica de 600 dpi velocidad de escaneo duplex  35 ppm adf 50 hojas hasta 4000 exploraciones por dia  ";280.9;epson;scann pro;0;1;1;0
b11b272401;"escaner documental ds-c330 a4 usb resolucion optica de 600 dpi adf 20 hojas duplex hasta 5.000 exploraciones por dia  ";207.92;epson;scann pro;1;0;1;0
b12u0000rs;"impresora de sublimacion modelo 100 de tarjetas identificativas, incluye 100 tarjetas.";506;badgy;impre prof;0;0;1;0
b2a075-c00;"maletin para portatil hasta 11' air protect always-on ideal para chromebooks color negro";12.05;belkin;maletin;2;0;1;0
b2b075-c00;"maletin para portatil hasta 14' de neopreno ideal para macbook air de 13 y 14 pulgadas color negro";8.63;belkin;maletin;13;0;1;0
b39rrat 16gb 1tb;"portatil 255 g10 ryzen 5 7530u hasta 4.5 ghz memoria ram 16gb ddr4 3200 1tb ssd pcie nvme m.2 15.6' fhd 1920x1080 grafica integrada amd radeon usb-c 2xusb-a hdmi wifi 6 bluetooth 5.3 bateria de 3 celdas 41wh windows 11 home color negro";469.66;hp;portatil;3;0;1;5.33
b39s1at;"portatil 250r g9  intel i5-1334u hasta 4.6ghz memoria ram 8gb ddr4 3200 mt/s 512gb ssd m.2 nvme grafica integrada intel iris xe graphics 15.6' full hd 1920x1080 60hz  wifi 6 bluetooth 5.2 hdmi 2xusb 3.2 usb-c compatible displayport y energia  bateria 41wh freedos color negro";394.05;hp;portatil;2;0;1;5.33
