codigo;denominacion;precio;marca;producto;stock;viajando;dto;canon
myh13ty/a;"ipad mini 8.3' a17 pro 512gb wifi azul 2024";736.98;apple;ipad mini;0;0;1;3.75
myh23ty/a;"ipad mini 8.3' a17 pro 512gb wifi blanco estrella 2024";736.98;apple;ipad mini;0;0;1;3.75
myh33ty/a;"ipad mini 8.3' a17 pro 512gb wifi purpura 2024";736.98;apple;ipad mini;0;0;1;3.75
myh83z/a;"cargador de pared a magsafe 2 85w para macbook pro con pantalla retina";63.75;apple;cargador;1;3;1;0
myhc3ty/a;"ipad mini 8.3' a17 pro 512gb wifi + cellular gris espacial 2024";872.49;apple;ipad mini;0;0;1;3.75
myhd3ty/a;"ipad mini 8.3' a17 pro 512gb wifi + cellular azul 2024";872.49;apple;ipad mini;0;0;1;3.75
myhe3ty/a;"ipad mini 8.3' a17 pro 512gb wifi + cellular blanco estrella 2024";872.49;apple;ipad mini;0;0;1;3.75
myhf3ty/a;"ipad mini 8.3' a17 pro 512gb wifi + cellular purpura 2024";872.49;apple;ipad mini;0;0;1;3.75
myjg3yp/a;"monitor studio display vidrio standar soporte con inclinacion ajustables pantalla retina 5k (5120x2880) de 27' ultra camara gran angular de 12 mpx con encuadre centrado tres micrfonos y altavoces con audio espacial 3xusb-c + 1xthunderbolt 3";1362.4;apple;monitor;1;0;1;0
myqt3zm/a;"cable desde usb-c macho a usb-c macho velocidad de carga de hasta 240w longitud 2 metros";24.91;apple;cable;3;5;1;0
myqy3zm/a;"auriculares intrauditivo earpods con microfono y mando de control integrado en el cable usb-c blanco (sustituye a mtjy3zm/a)";12.98;apple;auricular;0;0;1;0
mz-77e1t0b/eu;"disco interno ssd 2.5' 870 evo serial ata 1tb 6gbit/s velocidad lectura hasta 560mb/s velocidad escritura hasta 530mb/s";192.71;samsung;ssd int1;2;0;1;1.5
mz-77e2t0b/eu;"disco interno ssd 2.5' 870 evo serial ata 2tb 6gbit/s velocidad lectura hasta 560mb/s velocidad escritura hasta 530mb/s";299.23;samsung;ssd int1+;5;0;1;3
mz-77e4t0b/eu;"disco interno ssd 2.5' 870 evo serial ata 3 4tb 6gbit/s velocidad lectura hasta 560mb/s velocidad escritura hasta 530mb/s";368.16;samsung;ssd int1+;0;0;1;3
mz-77e500b/eu;"disco interno ssd 2.5' 870 evo serial ata 500gb 6gbit/s velocidad lectura hasta 560mb/s velocidad escritura hasta 530mb/s";157.33;samsung;ssd int1;1;0;1;1.5
mz-v7s2t0bw;"disco interno ssd pcie nvme m.2 2280 970 evo plus 2tb velocidad lectura hasta 3500mb/s velocidad escritura hasta 3300mb/s";163.69;samsung;ssd int1+;0;0;1;3
mz-v9p1t0bw;"disco interno ssd pcie 4.0 nvme m.2 2280 990 pro 1tb velocidad lectura hasta 7450mb/s velocidad escritura hasta 6900mb/s compatible con ps5 ";166.95;samsung;ssd int1;14;0;1;1.5
mz-v9p2t0bw;"disco interno ssd pcie 4.0 nvme m.2 2280 990 pro 2tb velocidad lectura hasta 7450mb/s velocidad escritura hasta 6900mb/s";266.24;samsung;ssd int1+;10;0;1;3
mz-v9p4t0bw;"disco interno ssd pcie 4.0 nvme m.2 2280 990 pro 4tb velocidad lectura hasta 7450mb/s velocidad escritura hasta 6900mb/s";587.6;samsung;ssd int1+;4;0;1;3
mzb0alueu;"smartphone redmi note 11 capacidad 64gb ram 4gb procesador snapdragon 680 pantalla 6.43' camara frontal 13mp camara trasera triple 50mp bateria 5000mah nfc dual sim sensor de huella dactilar lateral sistema operativo miui 13 gris grafito";99;xiaomi;smartphone;1;0;1;3.25
mzb0g7ueu;"smartphone redmi note 13 pro nfc capacidad 256gb ram 8gb procesador mediatek helio g99 octa-core pantalla 6.67' amoled  camara frontal 16mp camara trasera triple 200mp+8mp+2mp bateria 5000mah 4g  sim + micro sd sensor de huellas dactilares lateral sistema operativo miui 14 android 11 purpura";208.65;xiaomi;smartphone;4;0;1;3.25
mzb0glceu;"smartphone redmi a3 capacidad  64gb ram 3gb procesador media tek helio g36 pantalla 6.71' camara frontal 5 mp camara trasera 8mp bateria 5000mah 4g dual sim slot micro sd color  verde oliva";62.45;xiaomi;smartphone;2;0;1;3.25
mzb0hxzeu;"smartphone redmi 14c capacidad  128gb ram 4gb procesador mediatek helio g81-ultra pantalla 6.88' camara frontal 13 mp camara trasera triple 50mp bateria 5160mah 4g dual sim + micro sd color  verde";89.06;xiaomi;smartphone;2;0;1;3.25
mzb0ikneu;"smartphone redmi note 14 pro plus nfc capacidad  512gb ram 12gb procesador snapdragon 7s gen 3 pantalla 6.67' camara frontal 20 mp camara trasera 200mp + 8mp bateria 5110mah 5g dual sim color purpura";296.39;xiaomi;smartphone;1;0;1;3.25
mzb0ikveu;"smartphone redmi note 14 nfc capacidad  256gb ram 8gb procesador helio g99-ultra pantalla 6.67' camara frontal 20 mp camara trasera triple 108mp + 2mp + 2mp bateria 5500mah 4g dual sim o micro sd color  negro";142.18;xiaomi;smartphone;3;0;1;3.25
mzb0inyeu;"smartphone redmi note 14 nfc capacidad  256gb ram 8gb procesador mediatek dimwnsity 7025-ultra pantalla 6.67' camara frontal 20 mp camara trasera triple 108mp + 8mp + 2mp bateria 5110mah 5g dual sim o micro sd color  negro";161.69;xiaomi;smartphone;4;0;1;3.25
mzb0iyweu;"smartphone redmi note 14 nfc capacidad  256gb ram 8gb procesador mediatek helio g99-ultra pantalla 6.67' camara frontal 20 mp camara trasera triple 108mp + 2mp + 2mp bateria 5500mah 4g dual sim o micro sd color  azul";133.75;xiaomi;smartphone;0;0;1;3.25
mzb0izzeu;"smartphone redmi note 14 nfc capacidad  256gb ram 8gb procesador helio g99-ultra pantalla 6.67' camara frontal 20 mp camara trasera triple 108mp + 2mp + 2mp bateria 5500mah 4g dual sim o micro sd color verde";133.81;xiaomi;smartphone;1;0;1;3.25
mzb0j09eu;"smartphone redmi note 14 nfc capacidad  128gb ram 6gb procesador helio g99-ultra pantalla 6.67' camara frontal 20 mp camara trasera triple 108mp + 2mp + 2mp bateria 5500mah 4g dual sim o mico sd proteccion ip54 color  azul";113.42;xiaomi;smartphone;0;0;1;3.25
mzb0koaeu;"smartphone redmi 15c nfc capacidad  128gb ram 4gb procesador mediatek helio g81-ultra pantalla 6.9' camara frontal 8 mp camara trasera 50mp bateria 6000mah 4g dual sim o micro sd color  negro";87.74;xiaomi;smartphone;2;0;1;3.25
mzb0lbteu;"smartphone redmi 15c capacidad  128gb ram 4gb nfc procesador mediatek helio g81-ultra pantalla 6.9' camara frontal 8 mp camara trasera 50mp bateria 6000mah 4g dual sim + micro sd color  azul";86.94;xiaomi;smartphone;3;0;1;3.25
mzb0lcfeu;"smartphone redmi 15c capacidad  128gb ram 4gb nfc procesador mediatek helio g81-ultra pantalla 6.9' camara frontal 8 mp camara trasera 50mp bateria 6000mah 4g dual sim + micro sd color  verde";87.74;xiaomi;smartphone;3;0;1;3.25
mzb0lineu;"smartphone redmi 15c capacidad  128gb ram 4gb procesador mediatek dimensity 6300 pantalla 6.9' camara frontal 8 mp camara trasera 50mp bateria 6000mah 5g dual sim o micro sd color negro";100.65;xiaomi;smartphone;3;0;1;3.25
mzb0liteu;"smartphone redmi 15c capacidad  128gb ram 4gb procesador mediatek dimensity 6300 pantalla 6.9' camara frontal 8 mp camara trasera 50mp bateria 6000mah 5g dual sim o micro sd color verde";101.72;xiaomi;smartphone;4;0;1;3.25
mzb0lwfeu;"smartphone redmi note 15 nfc capacidad  256gb ram 8gb procesador snapdragon 6 gen 3 pantalla 6.77' camara frontal 20 mp camara trasera 108mp + 8mp bateria 5520mah 5g dual (sim o microsd)  color  purpura";201.52;xiaomi;smartphone;1;0;1;3.25
mzb0lymeu;"smartphone redmi note 15 pro nfc capacidad  256gb ram 8gb procesador media tek helio g200-ultra pantalla 6.83' camara frontal 32 mp camara trasera 200mp + 8mp bateria 6500mah dual (sim o microsd) color negro";207.49;xiaomi;smartphone;3;0;1;3.25
mzb0mi3eu;"smartphone redmi note 15 pro plus nfc capacidad  256gb ram 8gb procesador snapdragon 7s gen 4 pantalla 6.83' camara frontal 32 mp camara trasera 200mp + 8mp bateria 6500mah 5g dual sim color azul glaciar";306.51;xiaomi;smartphone;1;0;1;3.25
mzb0mi4eu;"smartphone redmi note 15 pro plus nfc capacidad  256gb ram 8gb procesador snapdragon 7s gen 4 pantalla 6.83' camara frontal 32 mp camara trasera 200mp + 8mp bateria 6500mah 5g dual sim color negro";307.09;xiaomi;smartphone;3;0;1;3.25
n9j71ae;"tinta 62 negro + 62 tricolor pack ahorro";38.43;hp;tinta;1;0;1;0
n9j72ae;"tinta 301 negro + 301 tricolor pack ahorro";39.3;hp;tinta;8;0;1;0
n9j73ae;"tinta 364 serie 4 colores pack ahorro";49.29;hp;tinta;2;0;1;0
n9k05ae;"tinta 304 tricolor 100 paginas aproximadamente";12.1;hp;tinta;7;0;1;0
n9k06ae;"tinta 304 negro 120 paginas aproximadamente";12.52;hp;tinta;6;0;1;0
n9k07ae;"tinta 304xl tricolor 300 paginas aproximadamente";29.22;hp;tinta;11;0;1;0
n9k08ae;"tinta 304xl negro 300 paginas aproximadamente";25.78;hp;tinta;21;0;1;0
nc9110w;"adaptador wifi 2.4/5ghz  para impresora brother hll6410dn hll6415dn mfcl6910dn mfcl6915dn";39.22;brother;;0;0;1;0
nh.qz8eb.00q;"portatil nitro v15 anv15-52 intel core i9 13900h memoria ram 16gb ddr4 512gb ssd pcie nvme 15.6' fhd ips 165hz grafica 8gb gddr7 geforce rtx 5060 3xusb a 3.2 usb c thunderbolt hdmi ethernet wifi 6 bluetooth sin sistema operativo";864.26;acer;portatil;9;0;0.25;5.33
nh.u1heb.00c;"portatil gaming amd ryzen 7 260 memoria ram 16gb ddr5 512gb ssd pcie nvme  16' wuxga ips 180hz grafica 8gb geforce rtx 5050 wifi 6e bluetooth ethernet 3xusb 3.2 1xusb c compatible displayport hdmi lector micro sd teclado retroiluminado bateria 76wh sin sistema operativo";780.69;acer;portatil;7;0;0.25;5.33
nova;"chasis semitorre nova sin fuente soporta atx micro atx mini itx bahias internas 1x3.5' hdd 2x2.5' 1xventilador trasero 120mm rgb 3xventilador frontal 120mm rgb  2xusb 2.0 1xusb 3.0 salida audio y microfono ventana lateral y frontal dimensiones (prxalxan) 410x425x280mm peso 6 kg negro";48.21;l-link;chasis;24;0;1;0
np.kbd11.00a;"teclado bluetooth para iconia w-810";29.54;acer;teclado;1;0;0.25;0
np964qha-kg1es;"portatil convertible galaxy book5 360 intel core ultra 7-258v 32gb ddr5 1tb ssd m.2 nvme pcie 16' amoled wqxga 2880x1800 120hz tactil grafica 16gb intel arc 140v webcam fhd wifi 7 bluetooth 5.4 usb 3.2 2xusb-c thunderbolt 4 micro sd hdmi cuatro altavoces 2x5w y 2x3.3w teclado numerioco retroiluminado sensor de huella bateria 76wh windows 11 pro 64 bit peso 1.69kg gris";1499;samsung;portatil;0;0;1;5.33
nv-cam01-solar4g;"camara videovigilancia exterior fija tubular 4g con bateria y panel solar resolucion super hd 2k  1296p 3mp (2304x1296) angulo de vision de 120 con zoom digital 4x movimiento horizontal de 260 y vertical de 90 vision infrarroja con led ir 20m  modo inteligente vision infrarroja en reposo y activacion de flash ante detecciones comunicacion bidireccional de audio deteccion de movimiento inteligente notificaciones grabacion en tarjeta micro sd hast a128gb ranura para tarjeta sim 4g";94.69;nivian;camara vid;0;0;1;0
nv-cam02s;"camara videovigilancia exterior motorizada 4g con bateria y panel solar resolucion super hd 2k 1296p 3mp (2304x1296) angulo de vision de 120 con zoom digital 4x movimiento horizontal de 260 y vertical de 90 vision infrarroja con led ir 20m modo inteligente vision infrarroja en reposo y activacion de flash ante detecciones comunicacion bidireccional de audio deteccion de movimiento inteligente notificaciones grabacion en tarjeta micro sd hast a128gb ranura para tarjeta sim 4g";123.2;nivian;camara vid;1;0;1;0
nvs-ipc-bulb1;"camara videovigilancia exterior motorizada de bombilla  2k con vista panoramica de 360 de 3 megapixeles y led infrarrojo grabacion en tarjeta micro sd (hasta 128gb) o cloud casquillo e27 wifi 2.4 ghz  control pt autotraking ir 10m luz led blanca deteccion de personas compatible tuya smart google y alexa";28.6;nivian;camara vid;3;0;1;0
nx.b0zeb.007;"portatil travelmate  tmp214-55-tco-76lp intel i7-1355u, memoria ram 16gb ddr4, 512gb ssd m.2 nvme 14' wuxga ips resolucion  1920 x 1200 grafica integrada intel® iris® xe graphics, wifi 6e, bluetooth® 5.3,  webcam  smartcard lector de huellas teclado retroiluminado hdmi usb-c thunderbolt 4 2xusb 3.2 gen 1 windows 11 pro negro";612.12;acer;portatil;-1;0;0.25;5.33
nx.b63eb.002;"portatil travelmate p2 14 tmp214-55 intel core 7 150u hasta 5.4ghz, memoria ram 16gb ddr5 (una ranura vacia), 512gb ssd m.2 nvme 14' ips wuxga resolucion  1920 x 1200 grafica integrada intel  wifi 6e  bluetooth® ,  micro sd - card reader ethernet usb-c compatible thunderbolt 4 y displayport atl mode + usb 3.2 w/power off charging usb 3.2 gen 1 hdmi fhd webcam windows 11 pro  bateria 53wh color gris metalizado";640.64;acer;portatil;7;0;0.25;5.33
nx.bd3eb.003;"portatil travelmate p2 tmp214-56-tco intel i5-1334u hasta 4.6ghz, memoria ram 16gb ddr5 (una ranura vacia), 512gb ssd m.2 nvme 14' wuxga resolucion  1920 x 1200 grafica integrada intel iris xe, wifi 6e  bluetooth® ,  micro sd - card reader ethernet 2xusb-c compatible thunderbolt 4 y displayport atl mode + usb 3.2 w/power off charging usb 3.2 gen 1 hdmi fhd webcam windows 11 pro  bateria 53wh color plata";564.72;acer;portatil;3;0;0.25;5.33
nx.bhheb.002;"portatil travelmate p2 tmp216-51 intel i5-1334u hasta 4.6ghz, memoria ram 16gb ddr5, 256gb ssd m.2 nvme 16' fhd ips resolucion  1920 x 1200 grafica integrada intel uhd, wifi 6e  bluetooth® 5.3,  micro sd - card reader ethernet 2xusb-c compatible thunderbolt 4 2xusb-a 3.2 gen 1 hdmi fhd webcam windows 11 pro  color negro";575.12;acer;portatil;2;0;0.25;5.33
nx.blpeb.001;"portatil travelmate p2 tmp215-75-g2-tco intel core ultra 5 125h hasta 4.5ghz, memoria ram 16gb ddr5 (una ranura vacia), 512gb ssd m.2 nvme 15.6' fhd ips resolucion  1920 x 1080 grafica integrada intel arc, wifi 6e  bluetooth® 5.3, micro sd - card reader ethernet 2xusb-c compatible thunderbolt 4 y displayport atl mode + usb 3.2 w/power off charging usb 3.2 gen 1 hdmi fhd webcam windows 11 pro  bateria 53wh color plata apto para el kit digital";717.6;acer;portatil;9;0;0.25;5.33
nx.ds1eb.001;"portatil aspire lite 15 al15-48p-r8we amd ryzen 7 5825u hasta 4.5ghz memoria ram 8gb ddr4 512gb ssd m.2 nvme  grafica integrada amd radeon graphics 15.6' ips full hd slimbezer 1920 x 1080 pixeles/ 250 cd / m² / 60 hz wi-fi 6 bluetooth 5.2 webcam (fhd) 1 x usb 3.2 (gen1) tipo a 1 x usb 2.01 x  usb 3.2 (gen2) tipo c  soporta dp y suministro de energia 1 x  usb 3.2 (gen2) tipo c soporta suministro de energia 1 x hdmi 1 x combo de salida de auriculares / microfono lector de tarjeta microsd windows 11 home bateria 53wh peso 1.45 kg  color plata";452.3;acer;portatil;10;0;0.25;5.33
nx.egyeb.0041tb;"portatil extensa 215-55-58px intel i5-1235u, memoria ram 8gb ddr4, 256gb ssd m.2 + 1tb hdd 15.6' fhd resolucion 1920 x 1080, intel® dual band wireless ax, bluetooth 5.0, grafica integrada intel® iris® xe graphics, webcam hd 720p, bateria 40wh, windows 11 home extensa gris metalizado";435.76;acer;portatil;1;0;0.25;5.33
nx.egyeb.00a;"portatil extensa 215-55-71de intel i.7-1255u, memoria ram 8gb ddr4, 512gb ssd, 15.6'  fhd resolucion 1920 x 1080, intel® dual band wireless ax, bluetooth 5.0, grafica integrada intel® iris® xe graphics, webcam hd 720p, bateria 40wh, windows 11 home gris metalizado";477.36;acer;portatil;2;0;0.25;5.33
nx.ej5eb.004;"portatil extensa ex215-24 amd ryzen 5 7520u hasta 2.8ghz memoria ram 8gb ddr5 512gb ssd m.2 nvme grafica integrada amd radeon graphics 15.6' full hd 1920x1080 60hz  wifi bluetooth 5.1 hdmi usb 2.0 usb 3.2 2xusb-c bateria 53wh sin sistema operativo color gris";310.04;acer;portatil;1;0;0.25;5.33
nx.ej8eb.004;"portatil extensa ex215-57 intel i5 13420h hasta 4.6ghz memoria ram 16gb ddr5 512gb ssd m.2 nvme grafica integrada intel uhd graphics 15.6' full hd 1920x1080 60hz  tn wifi bluetooth 5.2 hdmi 2xusb-c 3.2 compatible con el modo alternativo displayport 2xusb 3.2  bateria 53wh windows 11 pro peso 1.8kg color plata pura.";512.66;acer;portatil;12;0;0.25;5.33
nx.ej9eb.008;"portatil extensa ex215-57 intel core 5 120u hasta 5ghz memoria ram 16gb ddr5 512gb ssd m.2 nvme grafica integrada intel graphics 15.6' full hd 1920x1080 60hz  wifi bluetooth 5.2 hdmi 2xusb 3.2 2xusb-c soporta displayport alt mode y suministro de energia bateria 53wh windows 11 pro color negro";549;acer;portatil;7;20;0.25;5.33
nx.ejbeb.004;"portatil extensa ex215-57 intel i7-13620h hasta 4.9ghz memoria ram 16gb ddr5 1tb ssd m.2 nvme grafica integrada intel uhd graphics 15.6' full hd tn 1920x1080 60hz  wifi 6 bluetooth 5.1 hdmi 2xusb 3.2 2xusb-c ethernet bateria 53wh freedos color plata";493.77;acer;portatil;20;0;0.25;5.33
nx.ejbeb.005;"portatil extensa ex215-57 intel i7-13620h hasta 4.9ghz memoria ram 16gb ddr5 512gb ssd m.2 nvme grafica integrada intel uhd graphics 15.6' full hd tn 1920x1080 60hz  wifi 6 bluetooth 5.1 hdmi 2xusb 3.2 2xusb-c ethernet bateria 53wh freedos color plata";466.96;acer;portatil;23;0;0.25;5.33
nx.ek8eb.001;"portatil extensa 15 exo15-51 intel core ultra 5 115u hasta 4.2ghz, memoria ram 16gb ddr5, 512gb ssd m.2 nvme 15.6' fhd resolucion  1920 x 1080 grafica integrada intel, wifi 6e  bluetooth® 5.1, ethernet 2xusb-c compatible displayport atl mode + power off charging 2xusb 3.2 gen 1 hdmi fhd webcam windows 11 pro  bateria 53wh color  gris lunar";571.04;acer;portatil;20;0;0.25;5.33
nx.j4geb.01h;"portatil aspire go 15 ag15-71p intel i5-13420h hasta 4.6ghz memoria ram 16gb ddr5 512gb ssd m.2 nvme 15.6' tn full hd comfyview 1920 x 1080 pixeles/ 220 cd / m² / 60 hz grafica integrada wi-fi 6 bluetooth webcam (hd) 2 x usb 3.2 (gen1) tipo a 2 x usb 3.2 (gen1) tipo c  soporta dp 1 x hdmi 1 x combo de salida de auriculares / microfono del puerto windows 11 home bateria 53wh peso 1.8 kg plata pura";428.08;acer;portatil;17;0;0.25;5.33
nx.j4geb.01j;"portatil aspire go 15 ag15-71p intel i7 13620h memoria ram 16gb ddr5 1tb ssd pcie nvme 15.6' fhd ips 1920x1080 grafica integrada uhd graphics 2xusb-a 3.2 2xusb-c 3.2 bluetooth 5.0 hdmi wifi  windows 11 home bateria 53wh color plata";530.23;acer;portatil;15;0;0.25;5.33
nx.j4geb.023;"portatil aspire go 15 ag15-42p intel i5-13420h hasta 4.6ghz memoria ram 8gb ddr5 512gb ssd m.2 nvme  15.6' tn full hd comfyview 1920 x 1080 pixeles/ 220 cd / m² / 60 hz grafica integrada wi-fi 6 bluetooth webcam (hd) 2 x usb 3.2 (gen1) tipo a 2 x usb 3.2 (gen1) tipo c  soporta dp 1 x hdmi 1 x combo de salida de auriculares / microfono del puerto windows 11 home bateria 53wh peso 1.8 kg  color plata";388.96;acer;portatil;18;0;0.25;5.33
nx.j4geb.02f;"portatil aspire go 15 ag15-42p intel i7-13620h hasta 4.9ghz memoria ram 16gb ddr5 1tb ssd m.2 nvme  15.6' tn full hd comfyview 1920 x 1080 pixeles/ 220 cd / m² / 60 hz grafica integrada wi-fi 6 bluetooth webcam (hd) 2 x usb 3.2 (gen1) tipo a 2 x usb 3.2 (gen1) tipo c  soporta dp 1 x hdmi 1 x combo de salida de auriculares / microfono del puerto windows 11 home bateria 53wh peso 1.8 kg  color plata";564.16;acer;portatil;23;0;0.25;5.33
nx.j7web.00h;"portatil aspire go 15 ag15-42p amd ryzen 5 5625u hasta 4.3ghz memoria ram 16gb ddr4 512gb ssd m.2 nvme  grafica integrada amd radeon graphics 15.6' tn full hd comfyview 1920 x 1080 pixeles/ 220 cd / m² / 60 hz  wi-fi 6 bluetooth 5.1 webcam  3 x usb 3.2 (gen1) tipo a 1 x usb 3.2 (gen1) tipo c  soporta dp 1 x hdmi 1 x ethernet lan (rj-45) 1 x combo de salida de auriculares / microfono bateria 53wh peso 1.78 kg windows 11 home plata pura";420.16;acer;portatil;7;0;0.25;5.33
nx.j7web.03y;"portatil aspire go 15 ag15-42p amd ryzen 5 7430u hasta 4.3ghz 16gb ddr4 512gb ssd m.2 nvme  grafica integrada amd radeon graphics 15.6' tn full hd comfyview 1920 x 1080 pixeles/ 220 cd / m² / 60 hz ethernet/ wi-fi 6 bluetooth webcam (hd) 3 x usb 3.2 (gen1) tipo a 1 x usb 3.2 (gen1) tipo c  soporta dp 1 x hdmi 1 x ethernet lan (rj-45) 1 x combo de salida de auriculares / microfono del puerto windows 11 home bateria 53wh peso 1.8 kg  color plata";426.94;acer;portatil;27;0;0.25;5.33
